date,n,pct_above_ma10,pct_above_ma5,pct_rsi_lt40,pct_up,pct_above_ma5_prev,idx_close,idx_ret,ma5,ma10,rsi,K,D,macd,macd_prev,vol,vol_avg5,max10,drawdown10,J,K_prev,D_prev,oversold_recent
2025-03-10,1357,0.6190125276344879,0.6101694915254238,0.1761238025055269,0.5976418570375829,0.6435935198821797,2199.877,-0.0024622422184302772,2204.0626,2215.2542000000003,77.68873565553002,35.1488932656667,32.08812366138886,-7.5201940417211635,-7.333664560129606,23158429894.0,26020673197.2,2268.215,0.030128537197752502,41.270432474222375,36.319777011344584,30.557738859249948,False
2025-03-11,1358,0.6111929307805597,0.5427098674521355,0.1752577319587628,0.4403534609720176,0.6101694915254238,2204.03,0.0018878328197440286,2206.853,2211.5983,77.87254674407957,35.538186324911266,33.238144549229666,-6.663269951489355,-7.5201940417211635,22092783100.0,25693940299.4,2268.215,0.028297582019341173,40.138269876274464,35.1488932656667,32.08812366138886,False
2025-03-12,1358,0.7002945508100147,0.5618556701030928,0.158321060382916,0.5154639175257731,0.5427098674521355,2191.268,-0.005790302309859774,2207.0342,2203.9036,75.80578058488345,35.94011646532948,34.138801854596274,-7.341015381195007,-6.663269951489355,26604450431.0,25594973597.0,2256.508,0.028911929405967002,39.5427456867959,35.538186324911266,33.238144549229666,False
2025-03-13,1357,0.4694178334561533,0.3109801031687546,0.1901252763448784,0.2100221075902726,0.5618556701030928,2166.004,-0.011529397590801405,2193.2972,2194.8532,71.74626408183845,28.131933185271485,32.13651229815468,-10.5240986062704,-7.341015381195007,25042274557.0,26250650140.4,2234.689,0.030735820510147026,20.122774959505094,35.94011646532948,34.138801854596274,False
2025-03-14,1357,0.7000736919675755,0.630066322770818,0.1031687546057479,0.8371407516580692,0.3109801031687546,2226.716,0.028029495790404813,2197.579,2200.4856,75.18530984161202,45.83753091252518,36.703518502944846,-4.113055064265426,-10.5240986062704,26586008830.0,25120889559.4,2234.689,0.0035678342713460157,64.10555573168585,28.131933185271485,32.13651229815468,False
2025-03-17,1356,0.6924778761061947,0.6740412979351033,0.0877581120943952,0.5671091445427728,0.630066322770818,2215.127,-0.005204525408718519,2200.629,2202.3458,73.34996328977398,53.26789015059697,42.22497571882889,-1.2434635688818503,-4.113055064265426,24550517179.0,24696789362.4,2234.689,0.008753790795945163,75.35371901413313,45.83753091252518,36.703518502944846,False
2025-03-18,1358,0.7268041237113402,0.7407952871870398,0.0780559646539028,0.6200294550810015,0.6740412979351033,2228.644,0.006102133195974746,2205.5517999999997,2206.2023999999997,74.14280330255943,63.32241018153303,49.2574538730636,2.4632323056565397,-1.2434635688818503,23840841482.0,24975206819.4,2234.689,0.002705074397377028,91.4523227984719,53.26789015059697,42.22497571882889,False
2025-03-19,1359,0.5945548197203826,0.5187637969094923,0.083149374540103,0.2582781456953642,0.7407952871870398,2222.347,-0.0028254849136961635,2211.7676,2209.4008999999996,73.05246644143729,67.95862623735337,55.491177994493526,3.9657172784244565,2.4632323056565397,22968095475.0,25324818495.8,2234.689,0.005522916164173021,92.89352272307306,63.32241018153303,49.2574538730636,False
2025-03-20,1360,0.5286764705882353,0.3772058823529411,0.0970588235294117,0.3676470588235294,0.5187637969094923,2200.032,-0.010041186187395579,2218.5732,2205.9352,69.17042626779956,62.525884971057415,57.83608032001482,1.9543814656891367,3.9657172784244565,23583954503.0,24597547504.6,2228.644,0.012838299881003708,71.9054942731426,67.95862623735337,55.491177994493526,False
2025-03-21,1360,0.288235294117647,0.1875,0.1588235294117647,0.1669117647058823,0.3772058823529411,2152.279,-0.021705593373187337,2203.6858,2200.6324,61.6236571535543,42.82502962878035,52.83239675627,-5.40515348957771,1.9543814656891367,26088641653.0,24305883493.8,2228.644,0.03426523033737097,22.81029537380104,62.525884971057415,57.83608032001482,False
2025-03-24,1359,0.1596762325239146,0.1140544518027961,0.2516556291390728,0.1758646063281825,0.1875,2152.555,0.00012823616269064253,2191.1714,2195.9001999999996,61.649700840857314,36.35782243084761,47.340871981129204,-9.58852048298847,-5.40515348957771,24385877842.0,24206410058.4,2228.644,0.03414138821633242,14.391723330284421,42.82502962878035,52.83239675627,False
2025-03-25,1362,0.1644640234948605,0.1292217327459618,0.263582966226138,0.369309838472834,0.1140544518027961,2145.479,-0.003287256307039743,2174.5384,2190.0451000000003,60.515810215573566,30.031911683423747,41.57121854856072,-12.478348671062243,-9.58852048298847,19869731524.0,24173482191.0,2228.644,0.037316413029626974,6.9532979531498,36.35782243084761,47.340871981129204,False
2025-03-26,1362,0.2400881057268722,0.28928046989721,0.1901615271659324,0.7408223201174743,0.1292217327459618,2139.902,-0.0025994195235654605,2158.0494,2184.9085,59.58560441398795,24.226943126473113,35.789793407864856,-14.18615619027051,-12.478348671062243,18420319141.0,23379260199.4,2228.644,0.03981883154061382,1.101242563689624,30.031911683423747,41.57121854856072,False
2025-03-27,1365,0.2,0.3230769230769231,0.2021978021978022,0.3391941391941392,0.28928046989721,2145.095,0.0024267466454070963,2147.062,2182.8176,60.19909165766307,23.47347675278174,31.684354522837154,-13.656604363450537,-14.18615619027051,19171687867.0,22469704932.6,2228.644,0.03748871511107202,7.051721212670913,24.226943126473113,35.789793407864856,False
2025-03-28,1366,0.1259150805270864,0.2093704245973645,0.2767203513909224,0.150805270863836,0.3230769230769231,2128.209,-0.007871912432782735,2142.248,2172.9669,57.16059119829122,18.448768103810572,27.272492383161627,-14.539413260267118,-13.656604363450537,17955464086.0,21587251605.4,2228.644,0.045065519661282805,0.8013195451084627,23.47347675278174,31.684354522837154,True
2025-03-31,1367,0.1119239209948793,0.1667885881492319,0.3474762253108998,0.2765179224579371,0.2093704245973645,2103.699,-0.011516726035835645,2132.4767999999995,2161.8241000000003,52.98049220849773,15.96135663771324,23.5021138013455,-17.20113766959203,-14.539413260267118,18606140083.0,19960616092.0,2228.644,0.0560632384535169,0.8798423104487227,18.448768103810572,27.272492383161627,True
2025-04-01,1367,0.2282370153621068,0.3511338697878566,0.2450621799561082,0.6766642282370153,0.1667885881492319,2101.878,-0.0008656181326320844,2123.7565999999997,2149.1475,52.672298729892766,14.296796015029953,20.433674539240318,-17.90319704610971,-17.20113766959203,17136825804.0,18804668540.2,2222.347,0.05420800622045074,2.023038966609221,15.96135663771324,23.5021138013455,True
2025-04-02,1368,0.2887426900584795,0.4963450292397661,0.2222222222222222,0.5584795321637427,0.3511338697878566,2104.625,0.0013069264724212548,2116.7012,2137.3753,53.115367731994866,14.634095285394489,18.500481454625042,-16.716330048318603,-17.90319704610971,15132911479.0,18258087396.2,2200.032,0.0433661874009106,6.901322946933384,14.296796015029953,20.433674539240318,True
2025-04-03,1368,0.2660818713450292,0.3961988304093567,0.2733918128654971,0.277046783625731,0.4963450292397661,2065.403,-0.018636099067529943,2100.7628,2123.9124,46.43154597910139,12.164473272556203,16.38847872726876,-19.726365290905704,-16.716330048318603,16397924585.0,17600605863.8,2152.555,0.04048769950129035,3.716462363131086,14.634095285394489,18.500481454625042,True
2025-04-07,1367,0.0270665691294806,0.0212143379663496,0.8705193855157278,0.01609363569861,0.3961988304093567,1807.206,-0.125010470111644,2036.5621999999998,2089.4051,24.53976202329909,12.235599434225417,15.004185629587647,-53.11313202120415,-19.726365290905704,30407557575.0,17045853207.4,2152.555,0.16043678326453908,6.698427043500953,12.164473272556203,16.38847872726876,True
2025-04-08,1365,0.0498168498168498,0.0476190476190476,0.8051282051282052,0.9047619047619048,0.0212143379663496,1840.312,0.01831888561680306,1983.8847999999998,2058.1808,29.152240296939993,14.984312609533209,14.997561289569502,-66.48764665418658,-53.11313202120415,25668214136.0,19536271905.2,2145.479,0.1422372346688082,14.957815249460626,12.235599434225417,15.004185629587647,True
2025-04-09,1365,0.0798534798534798,0.1179487179487179,0.6659340659340659,0.90989010989011,0.0476190476190476,1858.356,0.009804859176052894,1935.1803999999997,2029.4684999999997,31.606070515128906,18.28909459715804,16.094739058765683,-68.38865972597392,-66.48764665418658,27945229735.0,20948686715.8,2145.095,0.1336719352755938,22.677805673942757,14.984312609533209,14.997561289569502,True
2025-04-10,1364,0.1224340175953079,0.7690615835777126,0.4919354838709677,0.9479472140762464,0.1179487179487179,1900.528,0.022693176119107372,1894.3609999999996,2005.5310999999997,37.09025872068818,24.31192041530778,18.83379951094638,-59.76319327706338,-68.38865972597392,25668684963.0,23110367502.0,2145.095,0.11401219992587731,35.26816222403058,18.28909459715804,16.094739058765683,True
2025-04-11,1364,0.1744868035190616,0.9736070381231672,0.439149560117302,0.6488269794721407,0.7690615835777126,1926.37,0.013597274020693106,1866.5543999999998,1983.6586,40.251850964310854,31.46191613902262,23.043171720305125,-46.94016709449254,-59.76319327706338,20237823723.0,25217522198.8,2128.209,0.09483983950824376,48.29940497645761,24.31192041530778,18.83379951094638,True
2025-04-14,1363,0.3763756419662509,0.9735876742479824,0.2876008804108584,0.8892149669845928,0.9736070381231672,1932.913,0.0033965437584679847,1891.6958,1964.1290000000001,41.05952674197762,36.81661224403332,27.634318561547857,-34.514644064850586,-46.94016709449254,19193506347.0,25985502026.4,2104.625,0.08158793134168794,55.18119960900425,31.46191613902262,23.043171720305125,True
2025-04-15,1362,0.5154185022026432,0.8803230543318649,0.2650513950073421,0.4772393538913362,0.9735876742479824,1930.399,-0.0013006276019665863,1909.7131999999997,1946.7989999999998,40.831136728549666,40.41650623118884,31.89504778476152,-24.06696206694076,-34.514644064850586,16842254976.0,23742691780.8,2104.625,0.08278244342816421,57.45942312404349,36.81661224403332,27.634318561547857,True
2025-04-16,1362,0.355359765051395,0.2753303964757709,0.3920704845814978,0.1182085168869309,0.8803230543318649,1907.109,-0.012064863274380055,1919.4638,1927.3220999999999,38.684357158725476,41.651645739910116,35.14724710314438,-18.003535357034195,-24.06696206694076,17049971365.0,21977499948.8,2104.625,0.09384854784106436,54.66044301344158,40.41650623118884,31.89504778476152,True
2025-04-17,1363,0.6353631694790902,0.3338224504768892,0.3484959647835656,0.5348495964783566,0.2753303964757709,1908.776,0.0008740979146970584,1921.1133999999997,1907.7372,38.93184937550069,53.18527420171451,41.15992280266776,-11.77950120136515,-18.003535357034195,15001282078.0,19798448274.8,2065.403,0.07583362665784825,77.23597699980802,41.651645739910116,35.14724710314438,True
2025-04-18,1364,0.7851906158357771,0.2844574780058651,0.3262463343108504,0.4340175953079179,0.3338224504768892,1913.97,0.002721115521150619,1918.6334,1892.5938999999998,39.747893280308084,60.93027715131182,47.75004091888245,-5.3040578987884714,-11.77950120136515,14686095279.0,17664967697.8,1932.913,0.009800234154356654,87.29074961617056,53.18527420171451,41.15992280266776,False
2025-04-21,1365,0.8622710622710623,0.8043956043956044,0.156043956043956,0.8835164835164835,0.2844574780058651,1944.318,0.015856047900437265,1920.9144000000001,1906.3051,44.42116476934232,71.7479152211822,55.749332352982364,4.2121384005724,-5.3040578987884714,16743253700.0,16554622009.0,1944.318,0.0,103.74508095758185,60.93027715131182,47.75004091888245,False
2025-04-22,1367,0.7439648866130212,0.7439648866130212,0.1741038771031455,0.4059985369422092,0.8043956043956044,1928.432,-0.00817047417140615,1920.521,1915.1171,42.56026794535553,69.06612345809458,60.1882627213531,9.224672981027226,4.2121384005724,17145814898.0,16064571479.6,1944.318,0.008170474171406102,86.82184493157754,71.7479152211822,55.749332352982364,False
2025-04-23,1366,0.7986822840409956,0.8162518301610542,0.0907759882869692,0.7452415812591509,0.7439648866130212,1949.162,0.010749666049930662,1928.9316,1924.1977,45.75379875724048,73.9428865159904,64.77313731956554,15.804104561981887,9.224672981027226,19999589043.0,16125283464.0,1949.162,0.0,92.28238490884013,69.06612345809458,60.1882627213531,False
2025-04-24,1366,0.5790629575402635,0.4838945827232797,0.1691068814055636,0.2342606149341142,0.8162518301610542,1935.858,-0.00682549731628268,1934.348,1927.7307,44.06071717752297,71.84477397367678,67.13034953760263,18.640770659661797,15.804104561981887,18154588432.0,16715206999.6,1949.162,0.006825497316282632,81.27362284582509,73.9428865159904,64.77313731956554,False
