date,high,low,close,volume
2025-08-18,2633.861,2529.249,2606.202,36132657522
2025-08-19,2634.597,2586.948,2601.743,32436301630
2025-08-20,2608.0,2547.44,2607.653,28314502907
2025-08-21,2626.374,2582.054,2595.465,29243337744
2025-08-22,2683.9,2587.529,2682.553,29381103128
2025-08-25,2782.014,2700.278,2762.99,35203654117
2025-08-26,2773.24,2726.724,2742.127,30753111470
2025-08-27,2822.271,2723.198,2723.198,36360851590
2025-08-28,2827.172,2707.339,2827.172,34102659746
2025-08-29,2933.992,2809.318,2890.125,28407515660
2025-09-01,2958.141,2886.73,2956.375,27601432122
2025-09-02,2979.735,2839.923,2872.222,30044750940
2025-09-03,2926.776,2859.507,2899.373,24412887208
2025-09-04,2956.411,2741.076,2776.248,25622951632
2025-09-05,2962.467,2775.17,2958.181,24152196489
2025-09-08,2964.428,2883.261,2933.246,24641781610
2025-09-09,2924.575,2843.672,2867.969,21603226895
2025-09-10,2926.161,2860.262,2904.269,20144417977
2025-09-11,3053.749,2899.83,3053.749,24703471247
2025-09-12,3056.526,3009.902,3020.423,24405179818
2025-09-15,3106.879,3044.688,3066.18,22487125918
2025-09-16,3089.781,3020.628,3087.04,24258725969
2025-09-17,3152.308,3064.769,3147.345,24420771086
2025-09-18,3168.679,3051.299,3095.851,31070737793
2025-09-19,3128.379,3072.762,3091.003,22606373854
2025-09-22,3107.887,3053.354,3107.887,19928929065
2025-09-23,3157.023,3041.461,3114.553,24911904186
2025-09-24,3185.837,3085.701,3185.571,22145764294
2025-09-25,3266.003,3161.076,3235.765,22694285845
2025-09-26,3251.882,3150.843,3151.53,20924382005
2025-09-29,3259.42,3164.804,3238.012,20082588120
2025-09-30,3279.018,3218.693,3238.16,19665152997
2025-10-09,3322.444,3243.706,3261.822,23035968624
2025-10-10,3235.855,3097.635,3113.262,21970285025
2025-10-13,3096.401,2975.026,3078.762,21088163085
2025-10-14,3124.834,2943.583,2955.983,21671824234
2025-10-15,3030.586,2927.515,3025.867,17983852649
2025-10-16,3068.838,3001.105,3037.442,17347166734
2025-10-17,3042.286,2932.684,2935.37,17826886522
2025-10-20,3042.199,2970.188,2993.455,15593761109
2025-10-21,3101.932,2994.76,3083.716,17202850600
2025-10-22,3089.764,3044.045,3059.319,15831341016
2025-10-23,3066.46,3003.336,3062.163,16239949055
2025-10-24,3171.569,3082.064,3171.569,18307380958
2025-10-27,3241.951,3179.623,3234.455,20725640357
2025-10-28,3282.328,3205.05,3229.575,20143239786
2025-10-29,3324.271,3258.689,3324.271,20717836728
2025-10-30,3331.859,3259.21,3263.022,21761020060
2025-10-31,3281.662,3187.533,3187.533,21347524662
2025-11-03,3199.399,3120.851,3196.871,20898199089
2025-11-04,3207.102,3111.02,3134.09,19143966340
2025-11-05,3179.929,3068.948,3166.231,20000833382
2025-11-06,3236.679,3177.603,3224.624,19582658733
