B,R,tol,Rb,recall,false,relax,n_confirm_days
0.65,0.525,0.015,0.01,3,0,2.7238,167
0.65,0.525,0.02,0.06,3,0,2.7238,184
0.625,0.4,0.015,0.08,3,0,2.723,136
0.625,0.4,0.02,0.13,3,0,2.723,139
0.6,0.5,0.015,0.05,3,0,2.7222,147
0.6,0.5,0.02,0.1,3,0,2.7222,152
0.75,0.375,0.015,0.02,3,0,2.7214,165
0.75,0.375,0.02,0.07,3,0,2.7214,184
0.925,0.15,0.015,0.02,3,0,2.7214,162
0.925,0.15,0.02,0.07,3,0,2.7214,180
0.65,0.425,0.0125,0.03,3,0,2.721,133
0.65,0.425,0.0175,0.08,3,0,2.721,152
0.625,0.525,0.0125,0.0,3,0,2.7202,152
0.675,0.45,0.015,0.03,3,0,2.719,156
0.675,0.45,0.02,0.08,3,0,2.719,170
0.65,0.55,0.015,0.0,3,0,2.7183,177
0.725,0.375,0.0125,0.01,3,0,2.7179,151
0.725,0.375,0.0175,0.06,3,0,2.7179,174
0.625,0.425,0.015,0.07,3,0,2.7175,139
0.625,0.425,0.02,0.12,3,0,2.7175,139
0.6,0.525,0.015,0.04,3,0,2.7167,150
0.6,0.525,0.02,0.09,3,0,2.7167,157
0.75,0.4,0.015,0.01,3,0,2.7159,172
0.75,0.4,0.02,0.06,3,0,2.7159,190
0.925,0.175,0.015,0.01,3,0,2.7159,169
0.925,0.175,0.02,0.06,3,0,2.7159,186
0.65,0.45,0.0125,0.02,3,0,2.7155,138
0.65,0.45,0.0175,0.07,3,0,2.7155,161
0.7,0.375,0.015,0.05,3,0,2.7143,154
0.7,0.375,0.02,0.1,3,0,2.7143,160
0.6,0.425,0.0125,0.06,3,0,2.7139,123
0.675,0.475,0.015,0.02,3,0,2.7135,160
0.675,0.475,0.02,0.07,3,0,2.7135,178
0.725,0.4,0.0125,0.0,3,0,2.7123,158
0.625,0.45,0.015,0.06,3,0,2.7119,145
0.625,0.45,0.02,0.11,3,0,2.7119,147
0.6,0.55,0.015,0.03,3,0,2.7111,154
0.6,0.55,0.02,0.08,3,0,2.7111,168
0.675,0.375,0.0125,0.04,3,0,2.7107,135
0.675,0.375,0.0175,0.09,3,0,2.7107,149
0.75,0.425,0.015,0.0,3,0,2.7103,179
0.925,0.2,0.015,0.0,3,0,2.7103,179
0.65,0.475,0.0125,0.01,3,0,2.7099,145
0.65,0.475,0.0175,0.06,3,0,2.7099,167
0.7,0.4,0.015,0.04,3,0,2.7087,156
0.7,0.4,0.02,0.09,3,0,2.7087,164
0.6,0.45,0.0125,0.05,3,0,2.7083,127
0.6,0.45,0.0175,0.1,3,0,2.7083,139
0.675,0.5,0.015,0.01,3,0,2.7079,167
0.675,0.5,0.02,0.06,3,0,2.7079,184
0.65,0.375,0.015,0.08,3,0,2.7071,137
0.65,0.375,0.02,0.13,3,0,2.7071,140
0.625,0.475,0.015,0.05,3,0,2.7063,148
0.625,0.475,0.02,0.1,3,0,2.7063,153
0.6,0.575,0.015,0.02,3,0,2.7056,159
0.6,0.575,0.02,0.07,3,0,2.7056,177
0.675,0.4,0.0125,0.03,3,0,2.7052,137
0.675,0.4,0.0175,0.08,3,0,2.7052,157
0.65,0.5,0.0125,0.0,3,0,2.7044,152
0.7,0.425,0.015,0.03,3,0,2.7032,156
0.7,0.425,0.02,0.08,3,0,2.7032,170
0.6,0.475,0.0125,0.04,3,0,2.7028,129
0.6,0.475,0.0175,0.09,3,0,2.7028,142
0.675,0.525,0.015,0.0,3,0,2.7024,177
0.65,0.4,0.015,0.07,3,0,2.7016,144
0.65,0.4,0.02,0.12,3,0,2.7016,144
0.625,0.5,0.015,0.04,3,0,2.7008,150
0.625,0.5,0.02,0.09,3,0,2.7008,157
0.6,0.375,0.02,0.16,3,0,2.7,127
0.6,0.6,0.015,0.01,3,0,2.7,167
0.6,0.6,0.02,0.06,3,0,2.7,184
0.775,0.375,0.015,0.01,3,0,2.7,172
0.775,0.375,0.02,0.06,3,0,2.7,189
0.95,0.15,0.015,0.01,3,0,2.7,169
0.95,0.15,0.02,0.06,3,0,2.7,186
0.675,0.425,0.0125,0.02,3,0,2.6996,138
0.675,0.425,0.0175,0.07,3,0,2.6996,161
0.625,0.4,0.0125,0.06,3,0,2.698,128
0.7,0.45,0.015,0.02,3,0,2.6976,161
0.7,0.45,0.02,0.07,3,0,2.6976,179
0.6,0.5,0.0125,0.03,3,0,2.6972,131
0.6,0.5,0.0175,0.08,3,0,2.6972,150
0.75,0.375,0.0125,0.0,3,0,2.6964,158
0.925,0.15,0.0125,0.0,3,0,2.6964,155
0.65,0.425,0.015,0.06,3,0,2.696,145
0.65,0.425,0.02,0.11,3,0,2.696,147
0.625,0.525,0.015,0.03,3,0,2.6952,154
0.625,0.525,0.02,0.08,3,0,2.6952,168
0.6,0.4,0.015,0.1,3,0,2.6944,125
0.6,0.4,0.02,0.15,3,0,2.6944,131
0.775,0.4,0.015,0.0,3,0,2.6944,181
0.95,0.175,0.015,0.0,3,0,2.6944,179
0.675,0.45,0.0125,0.01,3,0,2.694,146
0.675,0.45,0.0175,0.06,3,0,2.694,168
0.725,0.375,0.015,0.04,3,0,2.6929,157
0.725,0.375,0.02,0.09,3,0,2.6929,165
0.625,0.425,0.0125,0.05,3,0,2.6925,127
0.625,0.425,0.0175,0.1,3,0,2.6925,139
0.7,0.475,0.015,0.01,3,0,2.6921,168
0.7,0.475,0.02,0.06,3,0,2.6921,185
0.6,0.525,0.0125,0.02,3,0,2.6917,136
0.6,0.525,0.0175,0.07,3,0,2.6917,159
0.65,0.45,0.015,0.05,3,0,2.6905,149
0.65,0.45,0.02,0.1,3,0,2.6905,154
0.625,0.55,0.015,0.02,3,0,2.6897,159
0.625,0.55,0.02,0.07,3,0,2.6897,177
0.7,0.375,0.0125,0.03,3,0,2.6893,138
0.7,0.375,0.0175,0.08,3,0,2.6893,158
0.6,0.425,0.015,0.09,3,0,2.6889,123
0.6,0.425,0.02,0.14,3,0,2.6889,130
0.675,0.475,0.0125,0.0,3,0,2.6885,153
0.725,0.4,0.015,0.03,3,0,2.6873,160
0.725,0.4,0.02,0.08,3,0,2.6873,175
0.625,0.45,0.0125,0.04,3,0,2.6869,130
0.625,0.45,0.0175,0.09,3,0,2.6869,143
0.7,0.5,0.015,0.0,3,0,2.6865,177
0.6,0.55,0.0125,0.01,3,0,2.6861,144
0.6,0.55,0.0175,0.06,3,0,2.6861,166
0.675,0.375,0.015,0.07,3,0,2.6857,145
0.675,0.375,0.02,0.12,3,0,2.6857,145
0.65,0.475,0.015,0.04,3,0,2.6849,151
0.65,0.475,0.02,0.09,3,0,2.6849,158
0.625,0.575,0.015,0.01,3,0,2.6841,167
0.625,0.575,0.02,0.06,3,0,2.6841,184
0.7,0.4,0.0125,0.02,3,0,2.6837,142
0.7,0.4,0.0175,0.07,3,0,2.6837,166
0.6,0.45,0.015,0.08,3,0,2.6833,131
0.6,0.45,0.02,0.13,3,0,2.6833,134
0.65,0.375,0.0125,0.06,3,0,2.6821,129
0.725,0.425,0.015,0.02,3,0,2.6817,161
0.725,0.425,0.02,0.07,3,0,2.6817,179
0.625,0.475,0.0125,0.03,3,0,2.6813,132
0.625,0.475,0.0175,0.08,3,0,2.6813,151
0.6,0.575,0.0125,0.0,3,0,2.6806,152
0.675,0.4,0.015,0.06,3,0,2.6802,150
0.675,0.4,0.02,0.11,3,0,2.6802,152
0.65,0.5,0.015,0.03,3,0,2.6794,154
0.65,0.5,0.02,0.08,3,0,2.6794,168
0.625,0.375,0.015,0.1,3,0,2.6786,126
0.625,0.375,0.02,0.15,3,0,2.6786,131
0.625,0.6,0.015,0.0,3,0,2.6786,177
0.8,0.375,0.015,0.0,3,0,2.6786,182
0.7,0.425,0.0125,0.01,3,0,2.6782,146
0.7,0.425,0.0175,0.06,3,0,2.6782,168
0.6,0.475,0.015,0.07,3,0,2.6778,138
0.6,0.475,0.02,0.12,3,0,2.6778,138
0.65,0.4,0.0125,0.05,3,0,2.6766,131
0.65,0.4,0.0175,0.1,3,0,2.6766,144
0.725,0.45,0.015,0.01,3,0,2.6762,169
0.725,0.45,0.02,0.06,3,0,2.6762,186
0.625,0.5,0.0125,0.02,3,0,2.6758,136
0.625,0.5,0.0175,0.07,3,0,2.6758,159
0.675,0.425,0.015,0.05,3,0,2.6746,149
0.675,0.425,0.02,0.1,3,0,2.6746,154
0.65,0.525,0.015,0.02,3,0,2.6738,159
0.65,0.525,0.02,0.07,3,0,2.6738,177
0.625,0.4,0.015,0.09,3,0,2.673,128
0.625,0.4,0.02,0.14,3,0,2.673,135
0.7,0.45,0.0125,0.0,3,0,2.6726,154
0.6,0.5,0.015,0.06,3,0,2.6722,143
0.6,0.5,0.02,0.11,3,0,2.6722,145
0.75,0.375,0.015,0.03,3,0,2.6714,160
0.75,0.375,0.02,0.08,3,0,2.6714,175
0.925,0.15,0.015,0.03,3,0,2.6714,157
0.925,0.15,0.02,0.08,3,0,2.6714,171
0.65,0.425,0.0125,0.04,3,0,2.671,130
0.65,0.425,0.0175,0.09,3,0,2.671,143
0.725,0.475,0.015,0.0,3,0,2.6706,178
0.625,0.525,0.0125,0.01,3,0,2.6702,144
0.625,0.525,0.0175,0.06,3,0,2.6702,166
0.675,0.45,0.015,0.04,3,0,2.669,152
0.675,0.45,0.02,0.09,3,0,2.669,159
0.65,0.55,0.015,0.01,3,0,2.6683,167
0.65,0.55,0.02,0.06,3,0,2.6683,184
0.725,0.375,0.0125,0.02,3,0,2.6679,143
0.725,0.375,0.0175,0.07,3,0,2.6679,167
0.625,0.425,0.015,0.08,3,0,2.6675,131
0.625,0.425,0.02,0.13,3,0,2.6675,134
0.6,0.525,0.015,0.05,3,0,2.6667,147
0.6,0.525,0.02,0.1,3,0,2.6667,152
0.75,0.4,0.015,0.02,3,0,2.6659,164
0.75,0.4,0.02,0.07,3,0,2.6659,183
0.925,0.175,0.015,0.02,3,0,2.6659,161
0.925,0.175,0.02,0.07,3,0,2.6659,179
0.65,0.45,0.0125,0.03,3,0,2.6655,133
0.65,0.45,0.0175,0.08,3,0,2.6655,152
0.625,0.55,0.0125,0.0,3,0,2.6647,152
0.7,0.375,0.015,0.06,3,0,2.6643,151
0.7,0.375,0.02,0.11,3,0,2.6643,153
0.675,0.475,0.015,0.03,3,0,2.6635,155
0.675,0.475,0.02,0.08,3,0,2.6635,169
0.65,0.575,0.015,0.0,3,0,2.6627,177
0.725,0.4,0.0125,0.01,3,0,2.6623,150
0.725,0.4,0.0175,0.06,3,0,2.6623,173
0.625,0.45,0.015,0.07,3,0,2.6619,139
0.625,0.45,0.02,0.12,3,0,2.6619,139
0.6,0.55,0.015,0.04,3,0,2.6611,150
0.6,0.55,0.02,0.09,3,0,2.6611,157
0.675,0.375,0.0125,0.05,3,0,2.6607,132
0.675,0.375,0.0175,0.1,3,0,2.6607,145
0.75,0.425,0.015,0.01,3,0,2.6603,169
0.75,0.425,0.02,0.06,3,0,2.6603,186
0.925,0.2,0.015,0.01,3,0,2.6603,169
0.925,0.2,0.02,0.06,3,0,2.6603,186
0.65,0.475,0.0125,0.02,3,0,2.6599,137
0.65,0.475,0.0175,0.07,3,0,2.6599,160
0.7,0.4,0.015,0.05,3,0,2.6587,153
0.7,0.4,0.02,0.1,3,0,2.6587,159
0.6,0.45,0.0125,0.06,3,0,2.6583,123
0.675,0.5,0.015,0.02,3,0,2.6579,159
0.675,0.5,0.02,0.07,3,0,2.6579,177
0.65,0.375,0.015,0.09,3,0,2.6571,129
0.65,0.375,0.02,0.14,3,0,2.6571,136
0.725,0.425,0.0125,0.0,3,0,2.6567,154
0.625,0.475,0.015,0.06,3,0,2.6563,144
0.625,0.475,0.02,0.11,3,0,2.6563,146
0.6,0.575,0.015,0.03,3,0,2.6556,154
0.6,0.575,0.02,0.08,3,0,2.6556,168
0.675,0.4,0.0125,0.04,3,0,2.6552,134
0.675,0.4,0.0175,0.09,3,0,2.6552,148
0.75,0.45,0.015,0.0,3,0,2.6548,179
0.925,0.225,0.015,0.0,3,0,2.6548,179
0.65,0.5,0.0125,0.01,3,0,2.6544,144
0.65,0.5,0.0175,0.06,3,0,2.6544,166
0.7,0.425,0.015,0.04,3,0,2.6532,152
0.7,0.425,0.02,0.09,3,0,2.6532,159
0.6,0.475,0.0125,0.05,3,0,2.6528,126
0.6,0.475,0.0175,0.1,3,0,2.6528,138
0.675,0.525,0.015,0.01,3,0,2.6524,167
0.675,0.525,0.02,0.06,3,0,2.6524,184
0.65,0.4,0.015,0.08,3,0,2.6516,136
0.65,0.4,0.02,0.13,3,0,2.6516,139
0.625,0.5,0.015,0.05,3,0,2.6508,147
0.625,0.5,0.02,0.1,3,0,2.6508,152
0.6,0.375,0.02,0.17,3,0,2.65,119
0.6,0.6,0.015,0.02,3,0,2.65,159
0.6,0.6,0.02,0.07,3,0,2.65,177
0.775,0.375,0.015,0.02,3,0,2.65,164
0.775,0.375,0.02,0.07,3,0,2.65,182
0.95,0.15,0.015,0.02,3,0,2.65,161
0.95,0.15,0.02,0.07,3,0,2.65,179
0.675,0.425,0.0125,0.03,3,0,2.6496,133
0.675,0.425,0.0175,0.08,3,0,2.6496,152
0.65,0.525,0.0125,0.0,3,0,2.6488,152
0.7,0.45,0.015,0.03,3,0,2.6476,156
0.7,0.45,0.02,0.08,3,0,2.6476,170
0.6,0.5,0.0125,0.04,3,0,2.6472,128
0.6,0.5,0.0175,0.09,3,0,2.6472,141
0.675,0.55,0.015,0.0,3,0,2.6468,177
0.75,0.375,0.0125,0.01,3,0,2.6464,150
0.75,0.375,0.0175,0.06,3,0,2.6464,173
0.925,0.15,0.0125,0.01,3,0,2.6464,147
0.925,0.15,0.0175,0.06,3,0,2.6464,169
0.65,0.425,0.015,0.07,3,0,2.646,139
0.65,0.425,0.02,0.12,3,0,2.646,139
0.625,0.525,0.015,0.04,3,0,2.6452,150
0.625,0.525,0.02,0.09,3,0,2.6452,157
0.6,0.4,0.02,0.16,3,0,2.6444,126
0.775,0.4,0.015,0.01,3,0,2.6444,171
0.775,0.4,0.02,0.06,3,0,2.6444,188
0.95,0.175,0.015,0.01,3,0,2.6444,169
0.95,0.175,0.02,0.06,3,0,2.6444,186
0.675,0.45,0.0125,0.02,3,0,2.644,138
0.675,0.45,0.0175,0.07,3,0,2.644,161
0.725,0.375,0.015,0.05,3,0,2.6429,154
0.725,0.375,0.02,0.1,3,0,2.6429,160
0.625,0.425,0.0125,0.06,3,0,2.6425,123
0.7,0.475,0.015,0.02,3,0,2.6421,160
0.7,0.475,0.02,0.07,3,0,2.6421,178
0.6,0.525,0.0125,0.03,3,0,2.6417,131
0.6,0.525,0.0175,0.08,3,0,2.6417,150
0.75,0.4,0.0125,0.0,3,0,2.6409,157
0.925,0.175,0.0125,0.0,3,0,2.6409,154
0.65,0.45,0.015,0.06,3,0,2.6405,145
0.65,0.45,0.02,0.11,3,0,2.6405,147
0.625,0.55,0.015,0.03,3,0,2.6397,154
0.625,0.55,0.02,0.08,3,0,2.6397,168
0.7,0.375,0.0125,0.04,3,0,2.6393,135
0.7,0.375,0.0175,0.09,3,0,2.6393,149
0.6,0.425,0.015,0.1,3,0,2.6389,120
0.6,0.425,0.02,0.15,3,0,2.6389,125
0.775,0.425,0.015,0.0,3,0,2.6389,179
0.95,0.2,0.015,0.0,3,0,2.6389,179
0.675,0.475,0.0125,0.01,3,0,2.6385,145
0.675,0.475,0.0175,0.06,3,0,2.6385,167
0.725,0.4,0.015,0.04,3,0,2.6373,156
0.725,0.4,0.02,0.09,3,0,2.6373,164
0.625,0.45,0.0125,0.05,3,0,2.6369,127
0.625,0.45,0.0175,0.1,3,0,2.6369,139
0.7,0.5,0.015,0.01,3,0,2.6365,167
0.7,0.5,0.02,0.06,3,0,2.6365,184
0.6,0.55,0.0125,0.02,3,0,2.6361,136
0.6,0.55,0.0175,0.07,3,0,2.6361,159
0.675,0.375,0.015,0.08,3,0,2.6357,137
0.675,0.375,0.02,0.13,3,0,2.6357,140
0.65,0.475,0.015,0.05,3,0,2.6349,148
0.65,0.475,0.02,0.1,3,0,2.6349,153
0.625,0.575,0.015,0.02,3,0,2.6341,159
0.625,0.575,0.02,0.07,3,0,2.6341,177
0.7,0.4,0.0125,0.03,3,0,2.6337,137
0.7,0.4,0.0175,0.08,3,0,2.6337,157
0.6,0.45,0.015,0.09,3,0,2.6333,123
0.6,0.45,0.02,0.14,3,0,2.6333,130
0.675,0.5,0.0125,0.0,3,0,2.6329,152
0.725,0.425,0.015,0.03,3,0,2.6317,156
0.725,0.425,0.02,0.08,3,0,2.6317,170
0.625,0.475,0.0125,0.04,3,0,2.6313,129
0.625,0.475,0.0175,0.09,3,0,2.6313,142
0.7,0.525,0.015,0.0,3,0,2.631,177
0.6,0.575,0.0125,0.01,3,0,2.6306,144
0.6,0.575,0.0175,0.06,3,0,2.6306,166
0.675,0.4,0.015,0.07,3,0,2.6302,144
0.675,0.4,0.02,0.12,3,0,2.6302,144
0.65,0.5,0.015,0.04,3,0,2.6294,150
0.65,0.5,0.02,0.09,3,0,2.6294,157
0.625,0.375,0.02,0.16,3,0,2.6286,126
0.625,0.6,0.015,0.01,3,0,2.6286,167
0.625,0.6,0.02,0.06,3,0,2.6286,184
0.8,0.375,0.015,0.01,3,0,2.6286,172
0.8,0.375,0.02,0.06,3,0,2.6286,189
0.7,0.425,0.0125,0.02,3,0,2.6282,138
0.7,0.425,0.0175,0.07,3,0,2.6282,161
0.6,0.475,0.015,0.08,3,0,2.6278,130
0.6,0.475,0.02,0.13,3,0,2.6278,133
0.65,0.4,0.0125,0.06,3,0,2.6266,128
0.725,0.45,0.015,0.02,3,0,2.6262,161
0.725,0.45,0.02,0.07,3,0,2.6262,179
0.625,0.5,0.0125,0.03,3,0,2.6258,131
0.625,0.5,0.0175,0.08,3,0,2.6258,150
0.6,0.6,0.0125,0.0,3,0,2.625,152
0.775,0.375,0.0125,0.0,3,0,2.625,157
0.95,0.15,0.0125,0.0,3,0,2.625,154
0.675,0.425,0.015,0.06,3,0,2.6246,145
0.675,0.425,0.02,0.11,3,0,2.6246,147
0.65,0.525,0.015,0.03,3,0,2.6238,154
0.65,0.525,0.02,0.08,3,0,2.6238,168
0.625,0.4,0.015,0.1,3,0,2.623,125
0.625,0.4,0.02,0.15,3,0,2.623,130
0.8,0.4,0.015,0.0,3,0,2.623,181
0.7,0.45,0.0125,0.01,3,0,2.6226,146
0.7,0.45,0.0175,0.06,3,0,2.6226,168
0.6,0.5,0.015,0.07,3,0,2.6222,137
0.6,0.5,0.02,0.12,3,0,2.6222,137
0.75,0.375,0.015,0.04,3,0,2.6214,156
0.75,0.375,0.02,0.09,3,0,2.6214,164
0.925,0.15,0.015,0.04,3,0,2.6214,153
0.925,0.15,0.02,0.09,3,0,2.6214,160
0.65,0.425,0.0125,0.05,3,0,2.621,127
0.65,0.425,0.0175,0.1,3,0,2.621,139
0.725,0.475,0.015,0.01,3,0,2.6206,168
0.725,0.475,0.02,0.06,3,0,2.6206,185
0.625,0.525,0.0125,0.02,3,0,2.6202,136
0.625,0.525,0.0175,0.07,3,0,2.6202,159
0.675,0.45,0.015,0.05,3,0,2.619,149
0.675,0.45,0.02,0.1,3,0,2.619,154
0.65,0.55,0.015,0.02,3,0,2.6183,159
0.65,0.55,0.02,0.07,3,0,2.6183,177
0.725,0.375,0.0125,0.03,3,0,2.6179,138
0.725,0.375,0.0175,0.08,3,0,2.6179,158
0.625,0.425,0.015,0.09,3,0,2.6175,123
0.625,0.425,0.02,0.14,3,0,2.6175,130
0.7,0.475,0.0125,0.0,3,0,2.6171,153
0.6,0.525,0.015,0.06,3,0,2.6167,143
0.6,0.525,0.02,0.11,3,0,2.6167,145
0.75,0.4,0.015,0.03,3,0,2.6159,159
0.75,0.4,0.02,0.08,3,0,2.6159,174
0.925,0.175,0.015,0.03,3,0,2.6159,156
0.925,0.175,0.02,0.08,3,0,2.6159,170
0.65,0.45,0.0125,0.04,3,0,2.6155,130
0.65,0.45,0.0175,0.09,3,0,2.6155,143
0.725,0.5,0.015,0.0,3,0,2.6151,177
0.625,0.55,0.0125,0.01,3,0,2.6147,144
0.625,0.55,0.0175,0.06,3,0,2.6147,166
0.7,0.375,0.015,0.07,3,0,2.6143,145
0.7,0.375,0.02,0.12,3,0,2.6143,145
0.675,0.475,0.015,0.04,3,0,2.6135,151
0.675,0.475,0.02,0.09,3,0,2.6135,158
0.65,0.575,0.015,0.01,3,0,2.6127,167
0.65,0.575,0.02,0.06,3,0,2.6127,184
0.725,0.4,0.0125,0.02,3,0,2.6123,142
0.725,0.4,0.0175,0.07,3,0,2.6123,166
0.625,0.45,0.015,0.08,3,0,2.6119,131
0.625,0.45,0.02,0.13,3,0,2.6119,134
0.6,0.55,0.015,0.05,3,0,2.6111,147
0.6,0.55,0.02,0.1,3,0,2.6111,152
0.675,0.375,0.0125,0.06,3,0,2.6107,129
0.75,0.425,0.015,0.02,3,0,2.6103,161
0.75,0.425,0.02,0.07,3,0,2.6103,179
0.925,0.2,0.015,0.02,3,0,2.6103,161
0.925,0.2,0.02,0.07,3,0,2.6103,179
0.65,0.475,0.0125,0.03,3,0,2.6099,132
0.65,0.475,0.0175,0.08,3,0,2.6099,151
0.625,0.575,0.0125,0.0,3,0,2.6091,152
0.7,0.4,0.015,0.06,3,0,2.6087,150
0.7,0.4,0.02,0.11,3,0,2.6087,152
0.675,0.5,0.015,0.03,3,0,2.6079,154
0.675,0.5,0.02,0.08,3,0,2.6079,168
0.65,0.375,0.015,0.1,3,0,2.6071,126
0.65,0.375,0.02,0.15,3,0,2.6071,131
0.65,0.6,0.015,0.0,3,0,2.6071,177
0.825,0.375,0.015,0.0,3,0,2.6071,182
0.725,0.425,0.0125,0.01,3,0,2.6067,146
0.725,0.425,0.0175,0.06,3,0,2.6067,168
0.625,0.475,0.015,0.07,3,0,2.6063,138
0.625,0.475,0.02,0.12,3,0,2.6063,138
0.6,0.575,0.015,0.04,3,0,2.6056,150
0.6,0.575,0.02,0.09,3,0,2.6056,157
0.675,0.4,0.0125,0.05,3,0,2.6052,131
0.675,0.4,0.0175,0.1,3,0,2.6052,144
0.75,0.45,0.015,0.01,3,0,2.6048,169
0.75,0.45,0.02,0.06,3,0,2.6048,186
0.925,0.225,0.015,0.01,3,0,2.6048,169
0.925,0.225,0.02,0.06,3,0,2.6048,186
0.65,0.5,0.0125,0.02,3,0,2.6044,136
0.65,0.5,0.0175,0.07,3,0,2.6044,159
0.7,0.425,0.015,0.05,3,0,2.6032,149
0.7,0.425,0.02,0.1,3,0,2.6032,154
0.6,0.475,0.0125,0.06,3,0,2.6028,122
0.675,0.525,0.015,0.02,3,0,2.6024,159
0.675,0.525,0.02,0.07,3,0,2.6024,177
0.65,0.4,0.015,0.09,3,0,2.6016,128
0.65,0.4,0.02,0.14,3,0,2.6016,135
0.725,0.45,0.0125,0.0,3,0,2.6012,154
0.625,0.5,0.015,0.06,3,0,2.6008,143
0.625,0.5,0.02,0.11,3,0,2.6008,145
0.6,0.375,0.02,0.18,3,0,2.6,115
0.6,0.6,0.015,0.03,3,0,2.6,154
0.6,0.6,0.02,0.08,3,0,2.6,168
0.775,0.375,0.015,0.03,3,0,2.6,159
0.775,0.375,0.02,0.08,3,0,2.6,173
0.95,0.15,0.015,0.03,3,0,2.6,156
0.95,0.15,0.02,0.08,3,0,2.6,170
0.675,0.425,0.0125,0.04,3,0,2.5996,130
0.675,0.425,0.0175,0.09,3,0,2.5996,143
0.75,0.475,0.015,0.0,3,0,2.5992,178
0.925,0.25,0.015,0.0,3,0,2.5992,179
0.65,0.525,0.0125,0.01,3,0,2.5988,144
0.65,0.525,0.0175,0.06,3,0,2.5988,166
0.7,0.45,0.015,0.04,3,0,2.5976,152
0.7,0.45,0.02,0.09,3,0,2.5976,159
0.6,0.5,0.0125,0.05,3,0,2.5972,125
0.6,0.5,0.0175,0.1,3,0,2.5972,137
0.675,0.55,0.015,0.01,3,0,2.5968,167
0.675,0.55,0.02,0.06,3,0,2.5968,184
0.75,0.375,0.0125,0.02,3,0,2.5964,142
0.75,0.375,0.0175,0.07,3,0,2.5964,166
0.925,0.15,0.0125,0.02,3,0,2.5964,139
0.925,0.15,0.0175,0.07,3,0,2.5964,162
0.65,0.425,0.015,0.08,3,0,2.596,131
0.65,0.425,0.02,0.13,3,0,2.596,134
0.625,0.525,0.015,0.05,3,0,2.5952,147
0.625,0.525,0.02,0.1,3,0,2.5952,152
0.6,0.4,0.02,0.17,3,0,2.5944,118
0.775,0.4,0.015,0.02,3,0,2.5944,163
0.775,0.4,0.02,0.07,3,0,2.5944,181
0.95,0.175,0.015,0.02,3,0,2.5944,161
0.95,0.175,0.02,0.07,3,0,2.5944,179
0.675,0.45,0.0125,0.03,3,0,2.594,133
0.675,0.45,0.0175,0.08,3,0,2.594,152
0.65,0.55,0.0125,0.0,3,0,2.5933,152
0.725,0.375,0.015,0.06,3,0,2.5929,151
0.725,0.375,0.02,0.11,3,0,2.5929,153
0.7,0.475,0.015,0.03,3,0,2.5921,155
0.7,0.475,0.02,0.08,3,0,2.5921,169
0.6,0.525,0.0125,0.04,3,0,2.5917,128
0.6,0.525,0.0175,0.09,3,0,2.5917,141
0.675,0.575,0.015,0.0,3,0,2.5913,177
0.75,0.4,0.0125,0.01,3,0,2.5909,149
0.75,0.4,0.0175,0.06,3,0,2.5909,172
0.925,0.175,0.0125,0.01,3,0,2.5909,146
0.925,0.175,0.0175,0.06,3,0,2.5909,168
0.65,0.45,0.015,0.07,3,0,2.5905,139
0.65,0.45,0.02,0.12,3,0,2.5905,139
0.625,0.55,0.015,0.04,3,0,2.5897,150
0.625,0.55,0.02,0.09,3,0,2.5897,157
0.7,0.375,0.0125,0.05,3,0,2.5893,132
0.7,0.375,0.0175,0.1,3,0,2.5893,145
0.6,0.425,0.02,0.16,3,0,2.5889,120
0.775,0.425,0.015,0.01,3,0,2.5889,169
0.775,0.425,0.02,0.06,3,0,2.5889,186
0.95,0.2,0.015,0.01,3,0,2.5889,169
0.95,0.2,0.02,0.06,3,0,2.5889,186
0.675,0.475,0.0125,0.02,3,0,2.5885,137
0.675,0.475,0.0175,0.07,3,0,2.5885,160
0.725,0.4,0.015,0.05,3,0,2.5873,153
0.725,0.4,0.02,0.1,3,0,2.5873,159
0.625,0.45,0.0125,0.06,3,0,2.5869,123
0.7,0.5,0.015,0.02,3,0,2.5865,159
0.7,0.5,0.02,0.07,3,0,2.5865,177
0.6,0.55,0.0125,0.03,3,0,2.5861,131
0.6,0.55,0.0175,0.08,3,0,2.5861,150
0.675,0.375,0.015,0.09,3,0,2.5857,129
0.675,0.375,0.02,0.14,3,0,2.5857,136
0.75,0.425,0.0125,0.0,3,0,2.5853,154
0.925,0.2,0.0125,0.0,3,0,2.5853,154
0.65,0.475,0.015,0.06,3,0,2.5849,144
0.65,0.475,0.02,0.11,3,0,2.5849,146
0.625,0.575,0.015,0.03,3,0,2.5841,154
0.625,0.575,0.02,0.08,3,0,2.5841,168
0.7,0.4,0.0125,0.04,3,0,2.5837,134
0.7,0.4,0.0175,0.09,3,0,2.5837,148
0.6,0.45,0.015,0.1,3,0,2.5833,120
0.6,0.45,0.02,0.15,3,0,2.5833,125
0.775,0.45,0.015,0.0,3,0,2.5833,179
0.95,0.225,0.015,0.0,3,0,2.5833,179
0.675,0.5,0.0125,0.01,3,0,2.5829,144
0.675,0.5,0.0175,0.06,3,0,2.5829,166
0.725,0.425,0.015,0.04,3,0,2.5817,152
0.725,0.425,0.02,0.09,3,0,2.5817,159
0.625,0.475,0.0125,0.05,3,0,2.5813,126
0.625,0.475,0.0175,0.1,3,0,2.5813,138
0.7,0.525,0.015,0.01,3,0,2.581,167
0.7,0.525,0.02,0.06,3,0,2.581,184
