B,R,tol,Rb,recall,false,relax,n_confirm_days
0.775,0.575,0.0125,0.04,3,0,1.9806,128
0.775,0.575,0.0175,0.09,3,0,1.9806,141
0.95,0.35,0.0125,0.04,3,0,1.9806,130
0.95,0.35,0.0175,0.09,3,0,1.9806,143
0.85,0.4,0.015,0.1,3,0,1.9802,120
0.85,0.4,0.02,0.15,3,0,1.9802,125
0.925,0.45,0.0125,0.01,3,0,1.9798,146
0.925,0.45,0.0175,0.06,3,0,1.9798,168
0.825,0.5,0.015,0.07,3,0,1.9794,137
0.825,0.5,0.02,0.12,3,0,1.9794,137
0.625,0.6,0.02,0.19,3,0,1.9786,100
0.8,0.375,0.02,0.19,3,0,1.9786,105
0.8,0.6,0.015,0.04,3,0,1.9786,150
0.8,0.6,0.02,0.09,3,0,1.9786,157
0.875,0.425,0.0125,0.05,3,0,1.9782,127
0.875,0.425,0.0175,0.1,3,0,1.9782,139
0.775,0.475,0.02,0.16,3,0,1.9778,119
0.95,0.25,0.02,0.16,3,0,1.9778,120
0.95,0.475,0.015,0.01,3,0,1.9778,168
0.95,0.475,0.02,0.06,3,0,1.9778,185
0.85,0.525,0.0125,0.02,3,0,1.9774,136
0.85,0.525,0.0175,0.07,3,0,1.9774,159
0.75,0.575,0.015,0.08,3,0,1.977,129
0.75,0.575,0.02,0.13,3,0,1.977,132
0.925,0.35,0.015,0.08,3,0,1.977,131
0.925,0.35,0.02,0.13,3,0,1.977,134
0.725,0.45,0.02,0.2,3,0,1.9762,100
0.9,0.45,0.015,0.05,3,0,1.9762,149
0.9,0.45,0.02,0.1,3,0,1.9762,154
0.8,0.5,0.0125,0.06,3,0,1.9758,121
0.7,0.55,0.02,0.17,3,0,1.9754,110
0.875,0.55,0.015,0.02,3,0,1.9754,159
0.875,0.55,0.02,0.07,3,0,1.9754,177
0.775,0.6,0.0125,0.03,3,0,1.975,131
0.775,0.6,0.0175,0.08,3,0,1.975,150
0.95,0.375,0.0125,0.03,3,0,1.975,133
0.95,0.375,0.0175,0.08,3,0,1.975,152
0.85,0.425,0.015,0.09,3,0,1.9746,123
0.85,0.425,0.02,0.14,3,0,1.9746,130
0.925,0.475,0.0125,0.0,3,0,1.9742,153
0.825,0.525,0.015,0.06,3,0,1.9738,143
0.825,0.525,0.02,0.11,3,0,1.9738,145
0.8,0.4,0.02,0.18,3,0,1.973,110
0.875,0.45,0.0125,0.04,3,0,1.9726,130
0.875,0.45,0.0175,0.09,3,0,1.9726,143
0.775,0.5,0.015,0.1,3,0,1.9722,118
0.775,0.5,0.02,0.15,3,0,1.9722,123
0.95,0.275,0.015,0.1,3,0,1.9722,120
0.95,0.275,0.02,0.15,3,0,1.9722,125
0.95,0.5,0.015,0.0,3,0,1.9722,177
0.85,0.55,0.0125,0.01,3,0,1.9718,144
0.85,0.55,0.0175,0.06,3,0,1.9718,166
0.75,0.6,0.015,0.07,3,0,1.9714,137
0.75,0.6,0.02,0.12,3,0,1.9714,137
0.925,0.375,0.015,0.07,3,0,1.9714,139
0.925,0.375,0.02,0.12,3,0,1.9714,139
0.725,0.475,0.02,0.19,3,0,1.9706,101
0.9,0.475,0.015,0.04,3,0,1.9706,151
0.9,0.475,0.02,0.09,3,0,1.9706,158
0.8,0.525,0.0125,0.05,3,0,1.9702,125
0.8,0.525,0.0175,0.1,3,0,1.9702,137
0.7,0.575,0.02,0.16,3,0,1.9698,118
0.875,0.575,0.015,0.01,3,0,1.9698,167
0.875,0.575,0.02,0.06,3,0,1.9698,184
0.95,0.4,0.0125,0.02,3,0,1.9694,138
0.95,0.4,0.0175,0.07,3,0,1.9694,161
0.85,0.45,0.015,0.08,3,0,1.969,131
0.85,0.45,0.02,0.13,3,0,1.969,134
0.65,0.55,0.02,0.2,3,0,1.9683,98
0.825,0.55,0.015,0.05,3,0,1.9683,147
0.825,0.55,0.02,0.1,3,0,1.9683,152
0.725,0.6,0.0125,0.06,3,0,1.9679,121
0.9,0.375,0.0125,0.06,3,0,1.9679,123
0.8,0.425,0.02,0.17,3,0,1.9675,112
0.875,0.475,0.0125,0.03,3,0,1.9671,132
0.875,0.475,0.0175,0.08,3,0,1.9671,151
0.775,0.525,0.015,0.09,3,0,1.9667,121
0.775,0.525,0.02,0.14,3,0,1.9667,128
0.95,0.3,0.015,0.09,3,0,1.9667,123
0.95,0.3,0.02,0.14,3,0,1.9667,130
0.85,0.575,0.0125,0.0,3,0,1.9663,152
0.925,0.4,0.015,0.06,3,0,1.9659,145
0.925,0.4,0.02,0.11,3,0,1.9659,147
0.725,0.5,0.02,0.18,3,0,1.9651,106
0.9,0.5,0.015,0.03,3,0,1.9651,154
0.9,0.5,0.02,0.08,3,0,1.9651,168
0.8,0.55,0.0125,0.04,3,0,1.9647,128
0.8,0.55,0.0175,0.09,3,0,1.9647,141
0.7,0.6,0.015,0.1,3,0,1.9643,118
0.7,0.6,0.02,0.15,3,0,1.9643,123
0.875,0.375,0.015,0.1,3,0,1.9643,120
0.875,0.375,0.02,0.15,3,0,1.9643,125
0.875,0.6,0.015,0.0,3,0,1.9643,177
0.95,0.425,0.0125,0.01,3,0,1.9639,146
0.95,0.425,0.0175,0.06,3,0,1.9639,168
0.85,0.475,0.015,0.07,3,0,1.9635,138
0.85,0.475,0.02,0.12,3,0,1.9635,138
0.65,0.575,0.02,0.19,3,0,1.9627,100
0.825,0.575,0.015,0.04,3,0,1.9627,150
0.825,0.575,0.02,0.09,3,0,1.9627,157
0.9,0.4,0.0125,0.05,3,0,1.9623,127
0.9,0.4,0.0175,0.1,3,0,1.9623,139
0.8,0.45,0.02,0.16,3,0,1.9619,120
0.875,0.5,0.0125,0.02,3,0,1.9615,136
0.875,0.5,0.0175,0.07,3,0,1.9615,159
0.775,0.55,0.015,0.08,3,0,1.9611,129
0.775,0.55,0.02,0.13,3,0,1.9611,132
0.95,0.325,0.015,0.08,3,0,1.9611,131
0.95,0.325,0.02,0.13,3,0,1.9611,134
0.75,0.425,0.02,0.2,3,0,1.9603,100
0.925,0.2,0.02,0.2,3,0,1.9603,100
0.925,0.425,0.015,0.05,3,0,1.9603,149
0.925,0.425,0.02,0.1,3,0,1.9603,154
0.825,0.475,0.0125,0.06,3,0,1.9599,122
0.725,0.525,0.02,0.17,3,0,1.9595,110
0.9,0.525,0.015,0.02,3,0,1.9595,159
0.9,0.525,0.02,0.07,3,0,1.9595,177
0.8,0.575,0.0125,0.03,3,0,1.9591,131
0.8,0.575,0.0175,0.08,3,0,1.9591,150
0.875,0.4,0.015,0.09,3,0,1.9587,123
0.875,0.4,0.02,0.14,3,0,1.9587,130
0.95,0.45,0.0125,0.0,3,0,1.9583,154
0.85,0.5,0.015,0.06,3,0,1.9579,143
0.85,0.5,0.02,0.11,3,0,1.9579,145
0.65,0.6,0.02,0.18,3,0,1.9571,106
0.825,0.375,0.02,0.18,3,0,1.9571,111
0.825,0.6,0.015,0.03,3,0,1.9571,154
0.825,0.6,0.02,0.08,3,0,1.9571,168
0.9,0.425,0.0125,0.04,3,0,1.9567,130
0.9,0.425,0.0175,0.09,3,0,1.9567,143
0.8,0.475,0.015,0.1,3,0,1.9563,119
0.8,0.475,0.02,0.15,3,0,1.9563,124
0.875,0.525,0.0125,0.01,3,0,1.956,144
0.875,0.525,0.0175,0.06,3,0,1.956,166
0.775,0.575,0.015,0.07,3,0,1.9556,137
0.775,0.575,0.02,0.12,3,0,1.9556,137
0.95,0.35,0.015,0.07,3,0,1.9556,139
0.95,0.35,0.02,0.12,3,0,1.9556,139
0.75,0.45,0.02,0.19,3,0,1.9548,102
0.925,0.225,0.02,0.19,3,0,1.9548,102
0.925,0.45,0.015,0.04,3,0,1.9548,152
0.925,0.45,0.02,0.09,3,0,1.9548,159
0.825,0.5,0.0125,0.05,3,0,1.9544,125
0.825,0.5,0.0175,0.1,3,0,1.9544,137
0.725,0.55,0.02,0.16,3,0,1.954,118
0.9,0.55,0.015,0.01,3,0,1.954,167
0.9,0.55,0.02,0.06,3,0,1.954,184
0.8,0.6,0.0125,0.02,3,0,1.9536,136
0.8,0.6,0.0175,0.07,3,0,1.9536,159
0.875,0.425,0.015,0.08,3,0,1.9532,131
0.875,0.425,0.02,0.13,3,0,1.9532,134
0.675,0.525,0.02,0.2,3,0,1.9524,98
0.85,0.525,0.015,0.05,3,0,1.9524,147
0.85,0.525,0.02,0.1,3,0,1.9524,152
0.75,0.575,0.0125,0.06,3,0,1.952,121
0.925,0.35,0.0125,0.06,3,0,1.952,123
0.825,0.4,0.02,0.17,3,0,1.9516,114
0.9,0.45,0.0125,0.03,3,0,1.9512,133
0.9,0.45,0.0175,0.08,3,0,1.9512,152
0.8,0.5,0.015,0.09,3,0,1.9508,121
0.8,0.5,0.02,0.14,3,0,1.9508,128
0.875,0.55,0.0125,0.0,3,0,1.9504,152
0.775,0.6,0.015,0.06,3,0,1.95,143
0.775,0.6,0.02,0.11,3,0,1.95,145
0.95,0.375,0.015,0.06,3,0,1.95,145
0.95,0.375,0.02,0.11,3,0,1.95,147
0.75,0.475,0.02,0.18,3,0,1.9492,107
0.925,0.25,0.02,0.18,3,0,1.9492,108
0.925,0.475,0.015,0.03,3,0,1.9492,155
0.925,0.475,0.02,0.08,3,0,1.9492,169
0.825,0.525,0.0125,0.04,3,0,1.9488,128
0.825,0.525,0.0175,0.09,3,0,1.9488,141
0.725,0.575,0.015,0.1,3,0,1.9484,118
0.725,0.575,0.02,0.15,3,0,1.9484,123
0.9,0.575,0.015,0.0,3,0,1.9484,177
0.875,0.45,0.015,0.07,3,0,1.9476,139
0.875,0.45,0.02,0.12,3,0,1.9476,139
0.675,0.55,0.02,0.19,3,0,1.9468,100
0.85,0.55,0.015,0.04,3,0,1.9468,150
0.85,0.55,0.02,0.09,3,0,1.9468,157
0.75,0.6,0.0125,0.05,3,0,1.9464,125
0.75,0.6,0.0175,0.1,3,0,1.9464,137
0.925,0.375,0.0125,0.05,3,0,1.9464,127
0.925,0.375,0.0175,0.1,3,0,1.9464,139
0.825,0.425,0.02,0.16,3,0,1.946,120
0.9,0.475,0.0125,0.02,3,0,1.9456,137
0.9,0.475,0.0175,0.07,3,0,1.9456,160
0.8,0.525,0.015,0.08,3,0,1.9452,129
0.8,0.525,0.02,0.13,3,0,1.9452,132
0.775,0.4,0.02,0.2,3,0,1.9444,102
0.95,0.175,0.02,0.2,3,0,1.9444,100
0.95,0.4,0.015,0.05,3,0,1.9444,149
0.95,0.4,0.02,0.1,3,0,1.9444,154
0.85,0.45,0.0125,0.06,3,0,1.944,123
0.75,0.5,0.02,0.17,3,0,1.9437,110
0.925,0.275,0.02,0.17,3,0,1.9437,112
0.925,0.5,0.015,0.02,3,0,1.9437,159
0.925,0.5,0.02,0.07,3,0,1.9437,177
0.825,0.55,0.0125,0.03,3,0,1.9433,131
0.825,0.55,0.0175,0.08,3,0,1.9433,150
0.725,0.6,0.015,0.09,3,0,1.9429,121
0.725,0.6,0.02,0.14,3,0,1.9429,128
0.9,0.375,0.015,0.09,3,0,1.9429,123
0.9,0.375,0.02,0.14,3,0,1.9429,130
0.875,0.475,0.015,0.06,3,0,1.9421,144
0.875,0.475,0.02,0.11,3,0,1.9421,146
0.675,0.575,0.02,0.18,3,0,1.9413,106
0.85,0.575,0.015,0.03,3,0,1.9413,154
0.85,0.575,0.02,0.08,3,0,1.9413,168
0.925,0.4,0.0125,0.04,3,0,1.9409,130
0.925,0.4,0.0175,0.09,3,0,1.9409,143
0.825,0.45,0.015,0.1,3,0,1.9405,120
0.825,0.45,0.02,0.15,3,0,1.9405,125
0.9,0.5,0.0125,0.01,3,0,1.9401,144
0.9,0.5,0.0175,0.06,3,0,1.9401,166
0.8,0.55,0.015,0.07,3,0,1.9397,137
0.8,0.55,0.02,0.12,3,0,1.9397,137
0.775,0.425,0.02,0.19,3,0,1.9389,102
0.95,0.2,0.02,0.19,3,0,1.9389,102
0.95,0.425,0.015,0.04,3,0,1.9389,152
0.95,0.425,0.02,0.09,3,0,1.9389,159
0.85,0.475,0.0125,0.05,3,0,1.9385,126
0.85,0.475,0.0175,0.1,3,0,1.9385,138
0.75,0.525,0.02,0.16,3,0,1.9381,118
0.925,0.3,0.02,0.16,3,0,1.9381,120
0.925,0.525,0.015,0.01,3,0,1.9381,167
0.925,0.525,0.02,0.06,3,0,1.9381,184
0.825,0.575,0.0125,0.02,3,0,1.9377,136
0.825,0.575,0.0175,0.07,3,0,1.9377,159
0.9,0.4,0.015,0.08,3,0,1.9373,131
0.9,0.4,0.02,0.13,3,0,1.9373,134
0.7,0.5,0.02,0.2,3,0,1.9365,98
0.875,0.5,0.015,0.05,3,0,1.9365,147
0.875,0.5,0.02,0.1,3,0,1.9365,152
0.775,0.55,0.0125,0.06,3,0,1.9361,121
0.95,0.325,0.0125,0.06,3,0,1.9361,123
0.675,0.6,0.02,0.17,3,0,1.9357,110
0.85,0.375,0.02,0.17,3,0,1.9357,113
0.85,0.6,0.015,0.02,3,0,1.9357,159
0.85,0.6,0.02,0.07,3,0,1.9357,177
0.925,0.425,0.0125,0.03,3,0,1.9353,133
0.925,0.425,0.0175,0.08,3,0,1.9353,152
0.825,0.475,0.015,0.09,3,0,1.9349,122
0.825,0.475,0.02,0.14,3,0,1.9349,129
0.9,0.525,0.0125,0.0,3,0,1.9345,152
0.8,0.575,0.015,0.06,3,0,1.9341,143
0.8,0.575,0.02,0.11,3,0,1.9341,145
0.775,0.45,0.02,0.18,3,0,1.9333,108
0.95,0.225,0.02,0.18,3,0,1.9333,108
0.95,0.45,0.015,0.03,3,0,1.9333,156
0.95,0.45,0.02,0.08,3,0,1.9333,170
0.85,0.5,0.0125,0.04,3,0,1.9329,128
0.85,0.5,0.0175,0.09,3,0,1.9329,141
0.75,0.55,0.015,0.1,3,0,1.9325,118
0.75,0.55,0.02,0.15,3,0,1.9325,123
0.925,0.325,0.015,0.1,3,0,1.9325,120
0.925,0.325,0.02,0.15,3,0,1.9325,125
0.925,0.55,0.015,0.0,3,0,1.9325,177
0.825,0.6,0.0125,0.01,3,0,1.9321,144
0.825,0.6,0.0175,0.06,3,0,1.9321,166
0.9,0.425,0.015,0.07,3,0,1.9317,139
0.9,0.425,0.02,0.12,3,0,1.9317,139
0.7,0.525,0.02,0.19,3,0,1.931,100
0.875,0.525,0.015,0.04,3,0,1.931,150
0.875,0.525,0.02,0.09,3,0,1.931,157
0.775,0.575,0.0125,0.05,3,0,1.9306,125
0.775,0.575,0.0175,0.1,3,0,1.9306,137
0.95,0.35,0.0125,0.05,3,0,1.9306,127
0.95,0.35,0.0175,0.1,3,0,1.9306,139
0.85,0.4,0.02,0.16,3,0,1.9302,120
0.925,0.45,0.0125,0.02,3,0,1.9298,138
0.925,0.45,0.0175,0.07,3,0,1.9298,161
0.825,0.5,0.015,0.08,3,0,1.9294,129
0.825,0.5,0.02,0.13,3,0,1.9294,132
0.625,0.6,0.02,0.2,3,0,1.9286,98
0.8,0.375,0.02,0.2,3,0,1.9286,103
0.8,0.6,0.015,0.05,3,0,1.9286,147
0.8,0.6,0.02,0.1,3,0,1.9286,152
0.875,0.425,0.0125,0.06,3,0,1.9282,123
0.775,0.475,0.02,0.17,3,0,1.9278,111
0.95,0.25,0.02,0.17,3,0,1.9278,112
0.95,0.475,0.015,0.02,3,0,1.9278,160
0.95,0.475,0.02,0.07,3,0,1.9278,178
0.85,0.525,0.0125,0.03,3,0,1.9274,131
0.85,0.525,0.0175,0.08,3,0,1.9274,150
0.75,0.575,0.015,0.09,3,0,1.927,121
0.75,0.575,0.02,0.14,3,0,1.927,128
0.925,0.35,0.015,0.09,3,0,1.927,123
0.925,0.35,0.02,0.14,3,0,1.927,130
0.9,0.45,0.015,0.06,3,0,1.9262,145
0.9,0.45,0.02,0.11,3,0,1.9262,147
0.7,0.55,0.02,0.18,3,0,1.9254,106
0.875,0.55,0.015,0.03,3,0,1.9254,154
0.875,0.55,0.02,0.08,3,0,1.9254,168
0.775,0.6,0.0125,0.04,3,0,1.925,128
0.775,0.6,0.0175,0.09,3,0,1.925,141
0.95,0.375,0.0125,0.04,3,0,1.925,130
0.95,0.375,0.0175,0.09,3,0,1.925,143
0.85,0.425,0.015,0.1,3,0,1.9246,120
0.85,0.425,0.02,0.15,3,0,1.9246,125
0.925,0.475,0.0125,0.01,3,0,1.9242,145
0.925,0.475,0.0175,0.06,3,0,1.9242,167
0.825,0.525,0.015,0.07,3,0,1.9238,137
0.825,0.525,0.02,0.12,3,0,1.9238,137
0.8,0.4,0.02,0.19,3,0,1.923,104
0.875,0.45,0.0125,0.05,3,0,1.9226,127
0.875,0.45,0.0175,0.1,3,0,1.9226,139
0.775,0.5,0.02,0.16,3,0,1.9222,118
0.95,0.275,0.02,0.16,3,0,1.9222,120
0.95,0.5,0.015,0.01,3,0,1.9222,167
0.95,0.5,0.02,0.06,3,0,1.9222,184
0.85,0.55,0.0125,0.02,3,0,1.9218,136
0.85,0.55,0.0175,0.07,3,0,1.9218,159
0.75,0.6,0.015,0.08,3,0,1.9214,129
0.75,0.6,0.02,0.13,3,0,1.9214,132
0.925,0.375,0.015,0.08,3,0,1.9214,131
0.925,0.375,0.02,0.13,3,0,1.9214,134
0.725,0.475,0.02,0.2,3,0,1.9206,99
0.9,0.475,0.015,0.05,3,0,1.9206,148
0.9,0.475,0.02,0.1,3,0,1.9206,153
0.8,0.525,0.0125,0.06,3,0,1.9202,121
0.7,0.575,0.02,0.17,3,0,1.9198,110
0.875,0.575,0.015,0.02,3,0,1.9198,159
0.875,0.575,0.02,0.07,3,0,1.9198,177
0.95,0.4,0.0125,0.03,3,0,1.9194,133
0.95,0.4,0.0175,0.08,3,0,1.9194,152
0.85,0.45,0.015,0.09,3,0,1.919,123
0.85,0.45,0.02,0.14,3,0,1.919,130
0.925,0.5,0.0125,0.0,3,0,1.9187,152
0.825,0.55,0.015,0.06,3,0,1.9183,143
0.825,0.55,0.02,0.11,3,0,1.9183,145
0.8,0.425,0.02,0.18,3,0,1.9175,108
0.875,0.475,0.0125,0.04,3,0,1.9171,129
0.875,0.475,0.0175,0.09,3,0,1.9171,142
0.775,0.525,0.015,0.1,3,0,1.9167,118
0.775,0.525,0.02,0.15,3,0,1.9167,123
0.95,0.3,0.015,0.1,3,0,1.9167,120
0.95,0.3,0.02,0.15,3,0,1.9167,125
0.95,0.525,0.015,0.0,3,0,1.9167,177
0.85,0.575,0.0125,0.01,3,0,1.9163,144
0.85,0.575,0.0175,0.06,3,0,1.9163,166
0.925,0.4,0.015,0.07,3,0,1.9159,139
0.925,0.4,0.02,0.12,3,0,1.9159,139
0.725,0.5,0.02,0.19,3,0,1.9151,100
0.9,0.5,0.015,0.04,3,0,1.9151,150
0.9,0.5,0.02,0.09,3,0,1.9151,157
0.8,0.55,0.0125,0.05,3,0,1.9147,125
0.8,0.55,0.0175,0.1,3,0,1.9147,137
0.7,0.6,0.02,0.16,3,0,1.9143,118
0.875,0.375,0.02,0.16,3,0,1.9143,120
0.875,0.6,0.015,0.01,3,0,1.9143,167
0.875,0.6,0.02,0.06,3,0,1.9143,184
0.95,0.425,0.0125,0.02,3,0,1.9139,138
0.95,0.425,0.0175,0.07,3,0,1.9139,161
0.85,0.475,0.015,0.08,3,0,1.9135,130
0.85,0.475,0.02,0.13,3,0,1.9135,133
0.65,0.575,0.02,0.2,3,0,1.9127,98
0.825,0.575,0.015,0.05,3,0,1.9127,147
0.825,0.575,0.02,0.1,3,0,1.9127,152
0.9,0.4,0.0125,0.06,3,0,1.9123,123
0.8,0.45,0.02,0.17,3,0,1.9119,112
0.875,0.5,0.0125,0.03,3,0,1.9115,131
0.875,0.5,0.0175,0.08,3,0,1.9115,150
0.775,0.55,0.015,0.09,3,0,1.9111,121
0.775,0.55,0.02,0.14,3,0,1.9111,128
0.95,0.325,0.015,0.09,3,0,1.9111,123
0.95,0.325,0.02,0.14,3,0,1.9111,130
0.85,0.6,0.0125,0.0,3,0,1.9107,152
0.925,0.425,0.015,0.06,3,0,1.9103,145
0.925,0.425,0.02,0.11,3,0,1.9103,147
0.725,0.525,0.02,0.18,3,0,1.9095,106
0.9,0.525,0.015,0.03,3,0,1.9095,154
0.9,0.525,0.02,0.08,3,0,1.9095,168
0.8,0.575,0.0125,0.04,3,0,1.9091,128
0.8,0.575,0.0175,0.09,3,0,1.9091,141
0.875,0.4,0.015,0.1,3,0,1.9087,120
0.875,0.4,0.02,0.15,3,0,1.9087,125
0.95,0.45,0.0125,0.01,3,0,1.9083,146
0.95,0.45,0.0175,0.06,3,0,1.9083,168
0.85,0.5,0.015,0.07,3,0,1.9079,137
0.85,0.5,0.02,0.12,3,0,1.9079,137
0.65,0.6,0.02,0.19,3,0,1.9071,100
0.825,0.375,0.02,0.19,3,0,1.9071,105
0.825,0.6,0.015,0.04,3,0,1.9071,150
0.825,0.6,0.02,0.09,3,0,1.9071,157
0.9,0.425,0.0125,0.05,3,0,1.9067,127
0.9,0.425,0.0175,0.1,3,0,1.9067,139
0.8,0.475,0.02,0.16,3,0,1.9063,119
0.875,0.525,0.0125,0.02,3,0,1.906,136
0.875,0.525,0.0175,0.07,3,0,1.906,159
0.775,0.575,0.015,0.08,3,0,1.9056,129
0.775,0.575,0.02,0.13,3,0,1.9056,132
0.95,0.35,0.015,0.08,3,0,1.9056,131
0.95,0.35,0.02,0.13,3,0,1.9056,134
0.75,0.45,0.02,0.2,3,0,1.9048,100
0.925,0.225,0.02,0.2,3,0,1.9048,100
0.925,0.45,0.015,0.05,3,0,1.9048,149
0.925,0.45,0.02,0.1,3,0,1.9048,154
0.825,0.5,0.0125,0.06,3,0,1.9044,121
0.725,0.55,0.02,0.17,3,0,1.904,110
0.9,0.55,0.015,0.02,3,0,1.904,159
0.9,0.55,0.02,0.07,3,0,1.904,177
0.8,0.6,0.0125,0.03,3,0,1.9036,131
0.8,0.6,0.0175,0.08,3,0,1.9036,150
0.875,0.425,0.015,0.09,3,0,1.9032,123
0.875,0.425,0.02,0.14,3,0,1.9032,130
0.95,0.475,0.0125,0.0,3,0,1.9028,153
0.85,0.525,0.015,0.06,3,0,1.9024,143
0.85,0.525,0.02,0.11,3,0,1.9024,145
0.825,0.4,0.02,0.18,3,0,1.9016,110
0.9,0.45,0.0125,0.04,3,0,1.9012,130
0.9,0.45,0.0175,0.09,3,0,1.9012,143
0.8,0.5,0.015,0.1,3,0,1.9008,118
0.8,0.5,0.02,0.15,3,0,1.9008,123
0.875,0.55,0.0125,0.01,3,0,1.9004,144
0.875,0.55,0.0175,0.06,3,0,1.9004,166
0.775,0.6,0.015,0.07,3,0,1.9,137
0.775,0.6,0.02,0.12,3,0,1.9,137
0.95,0.375,0.015,0.07,3,0,1.9,139
0.95,0.375,0.02,0.12,3,0,1.9,139
0.75,0.475,0.02,0.19,3,0,1.8992,101
0.925,0.25,0.02,0.19,3,0,1.8992,102
0.925,0.475,0.015,0.04,3,0,1.8992,151
0.925,0.475,0.02,0.09,3,0,1.8992,158
0.825,0.525,0.0125,0.05,3,0,1.8988,125
0.825,0.525,0.0175,0.1,3,0,1.8988,137
0.725,0.575,0.02,0.16,3,0,1.8984,118
0.9,0.575,0.015,0.01,3,0,1.8984,167
0.9,0.575,0.02,0.06,3,0,1.8984,184
0.875,0.45,0.015,0.08,3,0,1.8976,131
0.875,0.45,0.02,0.13,3,0,1.8976,134
0.675,0.55,0.02,0.2,3,0,1.8968,98
0.85,0.55,0.015,0.05,3,0,1.8968,147
0.85,0.55,0.02,0.1,3,0,1.8968,152
0.75,0.6,0.0125,0.06,3,0,1.8964,121
0.925,0.375,0.0125,0.06,3,0,1.8964,123
0.825,0.425,0.02,0.17,3,0,1.896,112
0.9,0.475,0.0125,0.03,3,0,1.8956,132
0.9,0.475,0.0175,0.08,3,0,1.8956,151
0.8,0.525,0.015,0.09,3,0,1.8952,121
0.8,0.525,0.02,0.14,3,0,1.8952,128
0.875,0.575,0.0125,0.0,3,0,1.8948,152
0.95,0.4,0.015,0.06,3,0,1.8944,145
0.95,0.4,0.02,0.11,3,0,1.8944,147
0.75,0.5,0.02,0.18,3,0,1.8937,106
0.925,0.275,0.02,0.18,3,0,1.8937,108
0.925,0.5,0.015,0.03,3,0,1.8937,154
0.925,0.5,0.02,0.08,3,0,1.8937,168
0.825,0.55,0.0125,0.04,3,0,1.8933,128
0.825,0.55,0.0175,0.09,3,0,1.8933,141
0.725,0.6,0.015,0.1,3,0,1.8929,118
0.725,0.6,0.02,0.15,3,0,1.8929,123
0.9,0.375,0.015,0.1,3,0,1.8929,120
0.9,0.375,0.02,0.15,3,0,1.8929,125
0.9,0.6,0.015,0.0,3,0,1.8929,177
0.875,0.475,0.015,0.07,3,0,1.8921,138
0.875,0.475,0.02,0.12,3,0,1.8921,138
0.675,0.575,0.02,0.19,3,0,1.8913,100
0.85,0.575,0.015,0.04,3,0,1.8913,150
0.85,0.575,0.02,0.09,3,0,1.8913,157
0.925,0.4,0.0125,0.05,3,0,1.8909,127
0.925,0.4,0.0175,0.1,3,0,1.8909,139
0.825,0.45,0.02,0.16,3,0,1.8905,120
0.9,0.5,0.0125,0.02,3,0,1.8901,136
0.9,0.5,0.0175,0.07,3,0,1.8901,159
0.8,0.55,0.015,0.08,3,0,1.8897,129
0.8,0.55,0.02,0.13,3,0,1.8897,132
0.775,0.425,0.02,0.2,3,0,1.8889,100
0.95,0.2,0.02,0.2,3,0,1.8889,100
0.95,0.425,0.015,0.05,3,0,1.8889,149
0.95,0.425,0.02,0.1,3,0,1.8889,154
0.85,0.475,0.0125,0.06,3,0,1.8885,122
0.75,0.525,0.02,0.17,3,0,1.8881,110
0.925,0.3,0.02,0.17,3,0,1.8881,112
0.925,0.525,0.015,0.02,3,0,1.8881,159
0.925,0.525,0.02,0.07,3,0,1.8881,177
0.825,0.575,0.0125,0.03,3,0,1.8877,131
0.825,0.575,0.0175,0.08,3,0,1.8877,150
0.9,0.4,0.015,0.09,3,0,1.8873,123
0.9,0.4,0.02,0.14,3,0,1.8873,130
0.875,0.5,0.015,0.06,3,0,1.8865,143
0.875,0.5,0.02,0.11,3,0,1.8865,145
0.675,0.6,0.02,0.18,3,0,1.8857,106
0.85,0.375,0.02,0.18,3,0,1.8857,109
0.85,0.6,0.015,0.03,3,0,1.8857,154
0.85,0.6,0.02,0.08,3,0,1.8857,168
0.925,0.425,0.0125,0.04,3,0,1.8853,130
0.925,0.425,0.0175,0.09,3,0,1.8853,143
0.825,0.475,0.015,0.1,3,0,1.8849,119
0.825,0.475,0.02,0.15,3,0,1.8849,124
0.9,0.525,0.0125,0.01,3,0,1.8845,144
0.9,0.525,0.0175,0.06,3,0,1.8845,166
0.8,0.575,0.015,0.07,3,0,1.8841,137
0.8,0.575,0.02,0.12,3,0,1.8841,137
0.775,0.45,0.02,0.19,3,0,1.8833,102
0.95,0.225,0.02,0.19,3,0,1.8833,102
0.95,0.45,0.015,0.04,3,0,1.8833,152
0.95,0.45,0.02,0.09,3,0,1.8833,159
0.85,0.5,0.0125,0.05,3,0,1.8829,125
0.85,0.5,0.0175,0.1,3,0,1.8829,137
0.75,0.55,0.02,0.16,3,0,1.8825,118
0.925,0.325,0.02,0.16,3,0,1.8825,120
0.925,0.55,0.015,0.01,3,0,1.8825,167
0.925,0.55,0.02,0.06,3,0,1.8825,184
0.825,0.6,0.0125,0.02,3,0,1.8821,136
0.825,0.6,0.0175,0.07,3,0,1.8821,159
0.9,0.425,0.015,0.08,3,0,1.8817,131
0.9,0.425,0.02,0.13,3,0,1.8817,134
0.7,0.525,0.02,0.2,3,0,1.881,98
0.875,0.525,0.015,0.05,3,0,1.881,147
0.875,0.525,0.02,0.1,3,0,1.881,152
0.775,0.575,0.0125,0.06,3,0,1.8806,121
0.95,0.35,0.0125,0.06,3,0,1.8806,123
